Suggest_Method,Repeat,Iteration,I,H,C,P,Fluorescence
R-LLM,34,45,I5,H5,C5,P4,828
R-LLM,34,46,I5,H3,C4,P2,27981
R-LLM,34,46,I3,H1,C5,P2,11260
R-LLM,34,47,I1,H4,C1,P4,1422626
R-LLM,34,47,I4,H1,C5,P3,270
R-LLM,34,48,I1,H4,C2,P4,53404
R-LLM,34,48,I2,H5,C1,P2,180
R-LLM,34,49,I5,H4,C5,P2,2556
R-LLM,34,49,I2,H1,C1,P1,4355
R-LLM,34,50,I1,H3,C1,P4,29072
R-LLM,34,50,I2,H5,C4,P3,2953
R-LLM,35,1,I1,H1,C2,P2,80
R-LLM,35,1,I3,H2,C4,P3,2674917
R-LLM,35,2,I2,H3,C1,P1,2217
R-LLM,35,2,I5,H4,C5,P4,1068
R-LLM,35,3,I4,H5,C3,P1,79
R-LLM,35,3,I2,H1,C4,P4,394759
R-LLM,35,4,I3,H5,C5,P2,1061
R-LLM,35,4,I5,H3,C2,P4,780
R-LLM,35,5,I1,H4,C3,P3,47866
R-LLM,35,5,I4,H2,C1,P4,1624
R-LLM,35,6,I3,H1,C3,P4,2208
R-LLM,35,6,I2,H4,C5,P3,4595
R-LLM,35,7,I3,H2,C4,P1,1131
R-LLM,35,7,I4,H3,C2,P3,20
R-LLM,35,8,I1,H5,C4,P2,1189738
R-LLM,35,8,I2,H2,C3,P4,1549
R-LLM,35,9,I5,H2,C3,P2,740
R-LLM,35,9,I1,H3,C4,P4,5274
R-LLM,35,10,I4,H3,C5,P1,3029
R-LLM,35,10,I5,H1,C4,P3,455263
R-LLM,35,11,I4,H1,C4,P3,18519
R-LLM,35,11,I2,H2,C2,P1,156
R-LLM,35,12,I2,H1,C5,P2,97843
R-LLM,35,12,I1,H5,C1,P3,2255400
R-LLM,35,13,I3,H5,C2,P3,116
R-LLM,35,13,I4,H4,C1,P2,239155
R-LLM,35,14,I2,H5,C4,P1,44
R-LLM,35,14,I4,H2,C2,P3,576
R-LLM,35,15,I1,H2,C3,P4,50003
R-LLM,35,15,I5,H4,C1,P1,80915
R-LLM,35,16,I1,H1,C3,P4,65332
R-LLM,35,16,I3,H4,C4,P2,451
R-LLM,35,17,I3,H3,C4,P2,2832
R-LLM,35,17,I5,H5,C3,P1,140
R-LLM,35,18,I3,H2,C3,P2,152
R-LLM,35,18,I1,H3,C1,P4,29072
R-LLM,35,19,I1,H2,C4,P1,1023
R-LLM,35,19,I3,H3,C5,P1,176
R-LLM,35,20,I1,H3,C1,P2,907
R-LLM,35,20,I3,H4,C2,P1,53171
R-LLM,35,21,I3,H1,C4,P2,5106
R-LLM,35,21,I1,H1,C2,P3,13047
R-LLM,35,22,I1,H1,C5,P1,6995
R-LLM,35,22,I3,H4,C3,P1,102
R-LLM,35,23,I5,H4,C4,P1,806841
R-LLM,35,23,I2,H3,C2,P3,738
R-LLM,35,24,I4,H2,C5,P4,133
R-LLM,35,24,I2,H4,C1,P3,549731
R-LLM,35,25,I1,H5,C3,P4,423
R-LLM,35,25,I4,H3,C1,P2,1685
R-LLM,35,26,I1,H4,C3,P2,12380
R-LLM,35,26,I3,H5,C4,P1,36
R-LLM,35,27,I4,H4,C4,P3,7499
R-LLM,35,27,I5,H5,C4,P3,965
R-LLM,35,28,I3,H5,C4,P4,4329
R-LLM,35,28,I4,H5,C4,P4,1358
R-LLM,35,29,I3,H4,C1,P3,544517
R-LLM,35,29,I5,H2,C1,P3,13334
R-LLM,35,30,I1,H3,C5,P3,1996
R-LLM,35,30,I5,H4,C2,P2,38684
R-LLM,35,31,I4,H1,C2,P4,1995
R-LLM,35,31,I3,H2,C5,P3,484
R-LLM,35,32,I4,H3,C3,P2,1122
R-LLM,35,32,I5,H2,C2,P2,257
R-LLM,35,33,I4,H4,C3,P4,61707
R-LLM,35,33,I1,H5,C2,P4,545
R-LLM,35,34,I3,H3,C3,P4,155
R-LLM,35,34,I5,H1,C1,P2,517
R-LLM,35,35,I3,H1,C1,P1,2516
R-LLM,35,35,I5,H2,C5,P4,368
R-LLM,35,36,I1,H5,C3,P2,351
R-LLM,35,36,I3,H2,C1,P2,2505
R-LLM,35,37,I3,H4,C5,P3,1628
R-LLM,35,37,I5,H3,C4,P2,27981
R-LLM,35,38,I2,H5,C1,P4,1083
R-LLM,35,38,I5,H1,C2,P4,42771
R-LLM,35,39,I2,H1,C4,P1,333
R-LLM,35,39,I5,H2,C4,P1,92071
R-LLM,35,40,I3,H4,C2,P3,2388
R-LLM,35,40,I4,H1,C4,P1,263
R-LLM,35,41,I2,H3,C4,P2,8619
R-LLM,35,41,I4,H5,C2,P1,9
R-LLM,35,42,I1,H1,C5,P2,4490
R-LLM,35,42,I5,H3,C1,P4,25234
R-LLM,35,43,I3,H2,C1,P4,24
R-LLM,35,43,I4,H4,C2,P1,142493
R-LLM,35,44,I1,H1,C1,P1,960
R-LLM,35,44,I2,H2,C4,P3,347695
R-LLM,35,45,I4,H3,C2,P4,729
R-LLM,35,45,I1,H2,C5,P1,300
R-LLM,35,46,I3,H2,C3,P1,8
R-LLM,35,46,I4,H5,C4,P3,828
R-LLM,35,47,I2,H5,C3,P2,313
R-LLM,35,47,I1,H3,C2,P1,3254
R-LLM,35,48,I2,H3,C4,P1,2109
R-LLM,35,48,I5,H3,C5,P3,334
R-LLM,35,49,I5,H1,C3,P2,2506
R-LLM,35,49,I4,H4,C5,P4,2228
R-LLM,35,50,I1,H2,C1,P2,332
R-LLM,35,50,I4,H4,C4,P2,1830
R-LLM,36,1,I5,H2,C3,P2,740
R-LLM,36,1,I3,H2,C2,P3,266
R-LLM,36,2,I1,H1,C1,P1,960
R-LLM,36,2,I4,H3,C4,P4,7066
R-LLM,36,3,I2,H4,C3,P2,84917
R-LLM,36,3,I5,H5,C5,P1,198
R-LLM,36,4,I3,H4,C3,P2,492
R-LLM,36,4,I2,H3,C4,P4,1338
R-LLM,36,5,I1,H4,C5,P3,1076
R-LLM,36,5,I5,H2,C4,P1,92071
R-LLM,36,6,I4,H5,C4,P3,828
R-LLM,36,6,I1,H2,C5,P4,1517
R-LLM,36,7,I2,H1,C4,P2,807121
R-LLM,36,7,I3,H5,C2,P4,2681
R-LLM,36,8,I1,H3,C2,P2,563
R-LLM,36,8,I5,H3,C4,P2,27981
R-LLM,36,9,I3,H1,C2,P1,613
R-LLM,36,9,I4,H2,C5,P3,3472
R-LLM,36,10,I4,H4,C2,P1,142493
R-LLM,36,10,I3,H2,C1,P4,24
R-LLM,36,11,I2,H5,C4,P3,2953
R-LLM,36,11,I5,H1,C3,P4,2794
R-LLM,36,12,I1,H1,C2,P4,70151
R-LLM,36,12,I4,H5,C3,P1,79
R-LLM,36,13,I2,H1,C1,P3,1019
R-LLM,36,13,I4,H3,C2,P2,781
R-LLM,36,14,I2,H3,C1,P1,2217
R-LLM,36,14,I4,H2,C3,P4,463
R-LLM,36,15,I2,H4,C5,P1,9539
R-LLM,36,15,I1,H3,C3,P3,66106
R-LLM,36,16,I2,H5,C4,P2,596857
R-LLM,36,16,I4,H1,C4,P1,263
R-LLM,36,17,I5,H2,C5,P4,368
R-LLM,36,17,I4,H3,C1,P3,3986
R-LLM,36,18,I3,H1,C3,P2,253
R-LLM,36,18,I5,H4,C2,P3,208
R-LLM,36,19,I3,H2,C3,P4,608
R-LLM,36,19,I1,H2,C4,P3,195055
R-LLM,36,20,I1,H5,C4,P4,43692
R-LLM,36,20,I4,H4,C5,P2,4125
R-LLM,36,21,I2,H2,C1,P2,1438
R-LLM,36,21,I3,H3,C4,P1,2850
R-LLM,36,22,I2,H5,C5,P4,1133
R-LLM,36,22,I1,H5,C5,P2,1337
R-LLM,36,23,I2,H1,C5,P1,14763
R-LLM,36,23,I4,H3,C5,P4,307
R-LLM,36,24,I2,H1,C2,P4,4276
R-LLM,36,24,I5,H4,C1,P3,2773348
R-LLM,36,25,I1,H5,C2,P1,3260
R-LLM,36,25,I2,H1,C3,P4,5642
R-LLM,36,26,I5,H1,C2,P3,2898
R-LLM,36,26,I3,H5,C4,P1,36
R-LLM,36,27,I1,H4,C3,P1,36
R-LLM,36,27,I5,H3,C2,P4,780
R-LLM,36,28,I2,H5,C5,P1,204
R-LLM,36,28,I4,H2,C1,P3,4469
R-LLM,36,29,I1,H3,C5,P4,1453
R-LLM,36,29,I5,H1,C4,P2,1451
R-LLM,36,30,I3,H2,C4,P3,2674917
R-LLM,36,30,I4,H1,C3,P4,580
R-LLM,36,31,I5,H3,C3,P3,6468
R-LLM,36,31,I3,H5,C1,P3,17599
R-LLM,36,32,I4,H1,C3,P2,494
R-LLM,36,32,I5,H2,C1,P3,13334
R-LLM,36,33,I5,H1,C5,P2,48601
R-LLM,36,33,I2,H4,C1,P3,549731
R-LLM,36,34,I3,H4,C2,P4,7944
R-LLM,36,34,I1,H1,C4,P2,2488
R-LLM,36,35,I2,H4,C2,P1,642076
R-LLM,36,35,I3,H1,C5,P4,1066
R-LLM,36,36,I1,H3,C1,P2,907
R-LLM,36,36,I4,H4,C3,P3,1274
R-LLM,36,37,I2,H3,C5,P2,5824
R-LLM,36,37,I1,H4,C2,P3,5883
R-LLM,36,38,I3,H4,C3,P4,23537
R-LLM,36,38,I5,H4,C3,P4,5903
R-LLM,36,39,I3,H4,C1,P2,5963
R-LLM,36,39,I4,H2,C2,P3,576
R-LLM,36,40,I2,H4,C4,P4,218758
R-LLM,36,40,I3,H3,C1,P1,2009
R-LLM,36,41,I3,H5,C2,P3,116
R-LLM,36,41,I4,H3,C2,P1,856
R-LLM,36,42,I4,H5,C2,P4,3438
R-LLM,36,42,I5,H2,C3,P2,740
R-LLM,36,43,I4,H4,C5,P3,83
R-LLM,36,43,I2,H3,C2,P1,2141
R-LLM,36,44,I1,H5,C3,P4,423
R-LLM,36,44,I4,H1,C2,P1,2964
R-LLM,36,45,I5,H3,C5,P4,498
R-LLM,36,45,I2,H2,C3,P2,22643
R-LLM,36,46,I2,H5,C1,P4,1083
R-LLM,36,46,I4,H2,C1,P2,2768
R-LLM,36,47,I2,H4,C4,P1,768578
R-LLM,36,47,I1,H2,C3,P1,67
R-LLM,36,48,I5,H4,C4,P2,5605
R-LLM,36,48,I1,H2,C2,P3,119
R-LLM,36,49,I4,H4,C2,P3,7197
R-LLM,36,49,I2,H2,C2,P1,156
R-LLM,36,50,I5,H4,C3,P1,61707
R-LLM,36,50,I5,H5,C1,P4,237
R-LLM,37,1,I1,H3,C5,P3,1996
R-LLM,37,1,I1,H5,C1,P4,10536
R-LLM,37,2,I3,H4,C4,P1,99899
R-LLM,37,2,I4,H2,C2,P2,143
R-LLM,37,3,I3,H2,C3,P4,608
R-LLM,37,3,I5,H1,C4,P2,1451
R-LLM,37,4,I2,H1,C2,P3,12701
R-LLM,37,4,I5,H3,C1,P1,3984
R-LLM,37,5,I2,H2,C3,P1,11
R-LLM,37,5,I4,H5,C5,P3,1351
R-LLM,37,6,I1,H1,C3,P2,3192
R-LLM,37,6,I3,H5,C1,P4,468
R-LLM,37,7,I3,H3,C5,P4,617
R-LLM,37,7,I5,H4,C2,P3,208
R-LLM,37,8,I3,H1,C4,P3,968
R-LLM,37,8,I2,H3,C5,P1,5717
R-LLM,37,9,I1,H4,C3,P2,12380
R-LLM,37,9,I4,H2,C1,P1,564
R-LLM,37,10,I3,H5,C3,P2,71883
R-LLM,37,10,I4,H3,C4,P4,7066
R-LLM,37,11,I2,H2,C5,P4,614
R-LLM,37,11,I5,H4,C3,P1,61707
R-LLM,37,12,I5,H2,C3,P3,80824
R-LLM,37,12,I2,H4,C4,P2,277
R-LLM,37,13,I1,H4,C2,P3,5883
R-LLM,37,13,I5,H2,C4,P1,92071
R-LLM,37,14,I3,H4,C3,P3,2399
R-LLM,37,14,I4,H1,C4,P2,10374
R-LLM,37,15,I1,H2,C4,P3,195055
R-LLM,37,15,I5,H5,C3,P4,1807
R-LLM,37,16,I1,H5,C3,P1,204
R-LLM,37,16,I2,H3,C4,P4,1338
R-LLM,37,17,I3,H2,C1,P4,24
R-LLM,37,17,I5,H3,C2,P4,780
R-LLM,37,18,I5,H5,C2,P1,6
R-LLM,37,18,I2,H5,C2,P4,1400
R-LLM,37,19,I4,H5,C3,P4,1341
R-LLM,37,19,I2,H3,C1,P2,456
R-LLM,37,20,I4,H1,C5,P1,787
R-LLM,37,20,I2,H2,C1,P3,1187
R-LLM,37,21,I4,H1,C1,P3,10066
R-LLM,37,21,I3,H2,C5,P3,484
R-LLM,37,22,I1,H1,C4,P4,357030
R-LLM,37,22,I2,H1,C5,P1,14763
R-LLM,37,23,I2,H4,C5,P1,9539
R-LLM,37,23,I4,H3,C2,P2,781
R-LLM,37,24,I5,H2,C5,P1,861
R-LLM,37,24,I3,H3,C1,P1,2009
R-LLM,37,25,I1,H4,C1,P1,182961
R-LLM,37,25,I1,H4,C5,P1,690
R-LLM,37,26,I1,H3,C4,P4,5274
R-LLM,37,26,I5,H3,C2,P3,4960
R-LLM,37,27,I2,H3,C3,P3,840
R-LLM,37,27,I1,H5,C2,P2,144
R-LLM,37,28,I3,H5,C4,P1,36
R-LLM,37,28,I4,H4,C5,P4,2228
R-LLM,37,29,I5,H4,C4,P4,225354
R-LLM,37,29,I3,H3,C2,P3,575
R-LLM,37,30,I4,H5,C5,P1,139
R-LLM,37,30,I2,H4,C2,P3,717
R-LLM,37,31,I1,H5,C4,P1,3280
R-LLM,37,31,I4,H4,C1,P4,568488
R-LLM,37,32,I4,H1,C3,P4,580
R-LLM,37,32,I5,H1,C3,P4,2794
R-LLM,37,33,I2,H3,C2,P3,738
R-LLM,37,33,I3,H5,C2,P1,235
R-LLM,37,34,I1,H1,C4,P2,2488
R-LLM,37,34,I4,H3,C1,P3,3986
R-LLM,37,35,I3,H1,C5,P4,1066
R-LLM,37,35,I4,H2,C3,P1,26
R-LLM,37,36,I2,H1,C1,P4,364
R-LLM,37,36,I3,H2,C4,P2,670
R-LLM,37,37,I2,H1,C5,P4,3087
R-LLM,37,37,I4,H3,C5,P1,3029
R-LLM,37,38,I1,H1,C2,P4,70151
R-LLM,37,38,I5,H5,C4,P3,965
R-LLM,37,39,I2,H2,C1,P4,342
R-LLM,37,39,I4,H5,C4,P3,828
R-LLM,37,40,I5,H5,C3,P2,5679
R-LLM,37,40,I4,H2,C2,P4,321
R-LLM,37,41,I5,H4,C3,P4,5903
R-LLM,37,41,I1,H2,C1,P1,556
R-LLM,37,42,I1,H1,C4,P3,5027
R-LLM,37,42,I2,H1,C3,P2,459
R-LLM,37,43,I1,H1,C5,P4,6858
R-LLM,37,43,I5,H2,C1,P2,2170
R-LLM,37,44,I1,H5,C2,P1,3260
R-LLM,37,44,I3,H4,C1,P3,544517
R-LLM,37,45,I5,H5,C4,P2,7898
R-LLM,37,45,I5,H1,C1,P3,1428
R-LLM,37,46,I3,H5,C2,P4,2681
R-LLM,37,46,I5,H1,C2,P4,42771
R-LLM,37,47,I1,H5,C4,P3,23348
R-LLM,37,47,I4,H4,C2,P4,31394
R-LLM,37,48,I4,H1,C5,P4,1214
R-LLM,37,48,I2,H2,C4,P1,4295
R-LLM,37,49,I4,H5,C1,P2,26
R-LLM,37,49,I2,H5,C3,P4,448
R-LLM,37,50,I2,H2,C3,P2,22643
R-LLM,37,50,I4,H4,C4,P1,1003785
R-LLM,38,1,I2,H2,C1,P1,60221
R-LLM,38,1,I2,H3,C2,P2,213
R-LLM,38,2,I1,H1,C4,P3,5027
R-LLM,38,2,I4,H5,C3,P4,1341
R-LLM,38,3,I3,H4,C5,P2,684
R-LLM,38,3,I5,H1,C4,P1,8119
R-LLM,38,4,I5,H3,C4,P3,125959
R-LLM,38,4,I1,H2,C2,P4,72535
R-LLM,38,5,I3,H1,C1,P3,5964
R-LLM,38,5,I4,H2,C5,P4,133
R-LLM,38,6,I1,H3,C4,P1,3401
R-LLM,38,6,I2,H5,C3,P3,113506
R-LLM,38,7,I2,H3,C5,P4,2759
R-LLM,38,7,I5,H2,C4,P2,2787
R-LLM,38,8,I3,H3,C4,P1,2850
R-LLM,38,8,I4,H2,C3,P1,26
R-LLM,38,9,I5,H4,C4,P4,225354
R-LLM,38,9,I3,H5,C1,P2,62
R-LLM,38,10,I1,H4,C5,P3,1076
R-LLM,38,10,I3,H2,C1,P2,2505
R-LLM,38,11,I4,H1,C2,P3,6059
R-LLM,38,11,I2,H4,C1,P3,549731
R-LLM,38,12,I5,H5,C4,P2,7898
R-LLM,38,12,I1,H1,C3,P1,35
R-LLM,38,13,I2,H2,C4,P1,4295
R-LLM,38,13,I4,H2,C4,P2,23152
R-LLM,38,14,I5,H4,C1,P4,1056921
R-LLM,38,14,I2,H1,C3,P2,459
R-LLM,38,15,I3,H1,C5,P4,1066
R-LLM,38,15,I1,H2,C5,P1,300
R-LLM,38,16,I5,H4,C2,P3,208
R-LLM,38,16,I2,H5,C4,P2,596857
R-LLM,38,17,I3,H2,C4,P3,2674917
R-LLM,38,17,I1,H1,C2,P2,80
R-LLM,38,18,I5,H3,C5,P4,498
R-LLM,38,18,I4,H4,C3,P1,187
R-LLM,38,19,I5,H1,C5,P4,3239
R-LLM,38,19,I4,H5,C4,P1,52
R-LLM,38,20,I2,H5,C5,P2,22103
R-LLM,38,20,I4,H3,C4,P2,26785
R-LLM,38,21,I1,H3,C3,P4,4138
R-LLM,38,21,I2,H2,C1,P3,1187
R-LLM,38,22,I4,H1,C1,P2,129
R-LLM,38,22,I3,H4,C1,P1,12391
R-LLM,38,23,I1,H1,C1,P4,1061
R-LLM,38,23,I5,H3,C1,P2,3299
R-LLM,38,24,I3,H1,C2,P4,2821
R-LLM,38,24,I4,H3,C5,P3,9668
R-LLM,38,25,I3,H5,C4,P2,123056
R-LLM,38,25,I4,H4,C2,P4,31394
R-LLM,38,26,I1,H5,C1,P2,1096
R-LLM,38,26,I3,H5,C3,P4,657
R-LLM,38,27,I1,H2,C3,P2,5681
R-LLM,38,27,I3,H4,C2,P3,2388
R-LLM,38,28,I2,H5,C1,P4,1083
R-LLM,38,28,I4,H4,C1,P3,195425
R-LLM,38,29,I4,H2,C1,P4,1624
R-LLM,38,29,I1,H2,C1,P3,435
R-LLM,38,30,I2,H3,C3,P1,259
R-LLM,38,30,I5,H2,C1,P4,42713
R-LLM,38,31,I1,H5,C3,P4,423
R-LLM,38,31,I5,H1,C2,P1,93701
R-LLM,38,32,I5,H2,C3,P3,80824
R-LLM,38,32,I3,H5,C2,P1,235
R-LLM,38,33,I3,H2,C2,P1,844
R-LLM,38,33,I4,H5,C4,P3,828
R-LLM,38,34,I4,H1,C3,P4,580
R-LLM,38,34,I1,H3,C1,P2,907
R-LLM,38,35,I4,H1,C5,P3,270
R-LLM,38,35,I5,H5,C2,P1,6
R-LLM,38,36,I3,H3,C2,P2,114
R-LLM,38,36,I4,H1,C4,P2,10374
R-LLM,38,37,I1,H4,C2,P1,178299
R-LLM,38,37,I3,H1,C4,P2,5106
R-LLM,38,38,I2,H1,C4,P4,394759
R-LLM,38,38,I5,H2,C5,P1,861
R-LLM,38,39,I2,H3,C4,P4,1338
R-LLM,38,39,I5,H4,C5,P3,399
R-LLM,38,40,I5,H3,C2,P4,780
R-LLM,38,40,I2,H1,C5,P3,1102699
R-LLM,38,41,I5,H2,C4,P3,82456
R-LLM,38,41,I2,H4,C2,P4,14916
R-LLM,38,42,I5,H5,C3,P4,1807
R-LLM,38,42,I4,H2,C5,P1,387
R-LLM,38,43,I1,H1,C5,P2,4490
R-LLM,38,43,I5,H3,C2,P1,1791
R-LLM,38,44,I4,H3,C3,P4,714
R-LLM,38,44,I5,H1,C4,P3,455263
R-LLM,38,45,I2,H5,C2,P4,1400
R-LLM,38,45,I3,H3,C1,P1,2009
R-LLM,38,46,I5,H4,C2,P4,5755
R-LLM,38,46,I1,H1,C2,P4,70151
R-LLM,38,47,I1,H2,C4,P3,195055
R-LLM,38,47,I4,H5,C3,P2,97728
R-LLM,38,48,I3,H1,C3,P4,2208
R-LLM,38,48,I4,H2,C2,P1,1222
R-LLM,38,49,I3,H1,C1,P2,176
R-LLM,38,49,I5,H3,C3,P1,25
R-LLM,38,50,I1,H4,C1,P3,26799
R-LLM,38,50,I3,H3,C3,P2,51
R-LLM,39,1,I2,H4,C4,P1,768578
R-LLM,39,1,I1,H2,C1,P3,435
R-LLM,39,2,I3,H3,C5,P4,617
R-LLM,39,2,I4,H5,C2,P2,79
R-LLM,39,3,I1,H1,C4,P2,2488
R-LLM,39,3,I5,H2,C3,P4,299
R-LLM,39,4,I2,H3,C4,P3,525213
R-LLM,39,4,I1,H4,C5,P1,690
R-LLM,39,5,I2,H4,C3,P2,84917
R-LLM,39,5,I5,H1,C4,P3,455263
R-LLM,39,6,I3,H1,C4,P1,402
R-LLM,39,6,I4,H3,C4,P4,7066
R-LLM,39,7,I3,H2,C4,P2,670
R-LLM,39,7,I5,H3,C4,P1,912
R-LLM,39,8,I3,H5,C1,P3,17599
R-LLM,39,8,I2,H1,C2,P4,4276
R-LLM,39,9,I4,H2,C5,P1,387
R-LLM,39,9,I2,H5,C3,P3,113506
R-LLM,39,10,I1,H3,C5,P2,11357
R-LLM,39,10,I3,H4,C2,P3,2388
R-LLM,39,11,I1,H2,C4,P4,399845
R-LLM,39,11,I2,H5,C4,P2,596857
R-LLM,39,12,I2,H4,C4,P3,6751
R-LLM,39,12,I5,H4,C4,P2,5605
R-LLM,39,13,I5,H2,C4,P4,77495
R-LLM,39,13,I2,H3,C5,P1,5717
R-LLM,39,14,I5,H3,C1,P4,25234
R-LLM,39,14,I3,H4,C3,P1,102
R-LLM,39,15,I2,H2,C4,P1,4295
R-LLM,39,15,I5,H4,C4,P3,11626
R-LLM,39,16,I4,H3,C4,P1,452
R-LLM,39,16,I1,H5,C4,P3,23348
R-LLM,39,17,I2,H1,C5,P4,3087
R-LLM,39,17,I4,H4,C1,P3,195425
R-LLM,39,18,I1,H3,C4,P4,5274
R-LLM,39,18,I2,H2,C5,P4,614
R-LLM,39,19,I4,H4,C4,P4,296285
R-LLM,39,19,I1,H2,C2,P3,119
R-LLM,39,20,I1,H3,C4,P3,40329
R-LLM,39,20,I2,H3,C4,P4,1338
R-LLM,39,21,I3,H1,C4,P4,33311
R-LLM,39,21,I5,H1,C4,P4,68986
R-LLM,39,22,I2,H2,C2,P1,156
R-LLM,39,22,I4,H5,C3,P1,79
R-LLM,39,23,I2,H2,C4,P3,347695
R-LLM,39,23,I3,H4,C4,P3,183711
R-LLM,39,24,I2,H4,C5,P2,1858
R-LLM,39,24,I3,H5,C4,P1,36
R-LLM,39,25,I1,H5,C4,P4,43692
R-LLM,39,25,I2,H3,C4,P2,8619
R-LLM,39,26,I4,H2,C4,P1,31476
R-LLM,39,26,I5,H5,C5,P2,9884
R-LLM,39,27,I3,H2,C3,P1,8
R-LLM,39,27,I5,H5,C3,P4,1807
R-LLM,39,28,I3,H2,C4,P3,2674917
R-LLM,39,28,I5,H1,C4,P2,1451
R-LLM,39,29,I4,H3,C1,P4,17504
R-LLM,39,29,I2,H4,C2,P4,14916
R-LLM,39,30,I2,H4,C2,P3,717
R-LLM,39,30,I1,H5,C3,P4,423
R-LLM,39,31,I5,H4,C2,P4,5755
R-LLM,39,31,I3,H1,C2,P3,5071
R-LLM,39,32,I2,H1,C4,P1,333
R-LLM,39,32,I4,H3,C4,P3,1243932
R-LLM,39,33,I5,H3,C2,P2,622
R-LLM,39,33,I4,H1,C3,P4,580
R-LLM,39,34,I5,H1,C3,P1,612
R-LLM,39,34,I4,H5,C2,P2,79
R-LLM,39,35,I4,H2,C4,P3,1317074
R-LLM,39,35,I1,H1,C4,P4,357030
R-LLM,39,36,I4,H2,C4,P2,23152
R-LLM,39,36,I2,H1,C4,P3,2434
R-LLM,39,37,I2,H3,C3,P4,512
R-LLM,39,37,I1,H1,C3,P2,3192
R-LLM,39,38,I4,H1,C4,P1,263
R-LLM,39,38,I3,H2,C4,P4,87686
R-LLM,39,39,I4,H5,C1,P3,7614
R-LLM,39,39,I1,H5,C5,P1,441
R-LLM,39,40,I4,H2,C4,P4,55257
R-LLM,39,40,I2,H5,C4,P4,739
R-LLM,39,41,I2,H1,C1,P4,364
R-LLM,39,41,I5,H4,C1,P3,2773348
R-LLM,39,42,I2,H5,C4,P3,2953
R-LLM,39,42,I4,H1,C4,P3,18519
R-LLM,39,43,I2,H2,C4,P2,9817
R-LLM,39,43,I3,H3,C5,P3,2228
R-LLM,39,44,I3,H3,C4,P2,2832
R-LLM,39,44,I5,H2,C1,P3,13334
R-LLM,39,45,I3,H5,C2,P4,2681
R-LLM,39,45,I4,H4,C3,P2,1014
R-LLM,39,46,I4,H1,C5,P1,787
R-LLM,39,46,I1,H2,C3,P1,67
R-LLM,39,47,I1,H4,C2,P4,53404
R-LLM,39,47,I5,H2,C2,P2,257
R-LLM,39,48,I5,H1,C5,P3,634
R-LLM,39,48,I1,H5,C1,P3,2255400
R-LLM,39,49,I1,H4,C4,P4,571132
R-LLM,39,49,I2,H5,C1,P3,11042
R-LLM,39,50,I5,H3,C1,P3,552
R-LLM,39,50,I2,H4,C1,P1,207623
R-LLM,40,1,I2,H1,C4,P1,333
R-LLM,40,1,I5,H2,C3,P4,299
R-LLM,40,2,I1,H3,C2,P2,563
R-LLM,40,2,I4,H5,C5,P3,1351
R-LLM,40,3,I3,H4,C1,P4,162449
R-LLM,40,3,I1,H2,C5,P3,1604
R-LLM,40,4,I2,H4,C4,P2,277
R-LLM,40,4,I3,H1,C2,P4,2821
R-LLM,40,5,I3,H5,C4,P1,36
R-LLM,40,5,I4,H2,C3,P2,198
R-LLM,40,6,I5,H3,C4,P1,912
R-LLM,40,6,I1,H4,C2,P3,5883
R-LLM,40,7,I3,H3,C3,P3,47774
R-LLM,40,7,I5,H4,C2,P2,38684
R-LLM,40,8,I2,H5,C1,P3,11042
R-LLM,40,8,I4,H1,C2,P1,2964
R-LLM,40,9,I1,H1,C3,P4,65332
R-LLM,40,9,I5,H2,C5,P1,861
R-LLM,40,10,I5,H5,C3,P4,1807
R-LLM,40,10,I3,H2,C1,P3,8565
R-LLM,40,11,I3,H2,C3,P1,8
R-LLM,40,11,I4,H4,C5,P4,2228
R-LLM,40,12,I4,H3,C1,P4,17504
R-LLM,40,12,I2,H2,C5,P3,234
R-LLM,40,13,I5,H3,C2,P3,4960
R-LLM,40,13,I2,H1,C1,P4,364
R-LLM,40,14,I4,H1,C3,P2,494
R-LLM,40,14,I2,H3,C5,P4,2759
R-LLM,40,15,I1,H1,C5,P4,6858
R-LLM,40,15,I5,H5,C4,P2,7898
R-LLM,40,16,I4,H3,C2,P1,856
R-LLM,40,16,I1,H5,C3,P1,204
R-LLM,40,17,I3,H4,C2,P1,53171
R-LLM,40,17,I1,H5,C4,P2,1189738
R-LLM,40,18,I5,H5,C3,P1,140
R-LLM,40,18,I3,H3,C5,P1,176
R-LLM,40,19,I5,H1,C2,P2,13391
R-LLM,40,19,I1,H2,C1,P2,332
R-LLM,40,20,I5,H4,C3,P3,314
R-LLM,40,20,I4,H3,C5,P3,9668
R-LLM,40,21,I3,H1,C5,P1,1330
R-LLM,40,21,I2,H3,C4,P3,525213
R-LLM,40,22,I3,H3,C2,P4,306
R-LLM,40,22,I1,H4,C1,P1,182961
R-LLM,40,23,I4,H4,C1,P1,153113
R-LLM,40,23,I1,H2,C4,P2,2799
R-LLM,40,24,I2,H5,C4,P4,739
R-LLM,40,24,I4,H5,C2,P4,3438
R-LLM,40,25,I2,H2,C3,P3,11373
R-LLM,40,25,I4,H1,C4,P3,18519
R-LLM,40,26,I2,H3,C2,P1,2141
R-LLM,40,26,I5,H1,C3,P3,809
R-LLM,40,27,I1,H4,C4,P4,571132
R-LLM,40,27,I5,H2,C1,P2,2170
R-LLM,40,28,I3,H2,C2,P2,43
